start,end,speaker,text
0.0,23.746999999999844,R,"And the compass, along the same lines of the map, it seems a no-brainer whether, you know, it's going to, they're going to know the general, well hopefully the general direction that they're trying to head in. So if someone can read the compass and be able to connect that with the map, it's going to send them in the right direction anyway. And the compass isn't terribly heavy."
25.490999999999985,35.05899999999997,C,"I agree, yeah, that with the map would at least give them an idea of where north is and hopefully they could take it from there. So I put in yes for that. Yes, definitely."
